Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,0.0,81.0,217000.0,5756832.0,4.0,1000,20.0,timm,0.0,7752.0,0.0,10337004,345,coat_mini,0.0,0.0,0.9,coat,59.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token,GeLU
ImageNet-1K,0.0,81.0,153000.0,2883744.0,4.0,1000,20.0,timm,0.0,7752.0,0.0,5498540,345,coat_tiny,0.0,0.0,0.9,coat,59.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token,GeLU
ImageNet-1K,0.0,1.0,769000.0,26634146.0,1536.0,1000,67.0,timm,0.0,19360.0,8.0,27435562,333,coatnet_0_rw_224,0.0,18.0,0.95,coatnet,35.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,1.0,769000.0,40909718.0,1536.0,1000,110.0,timm,0.0,19360.0,6.0,41721502,535,coatnet_1_rw_224,0.0,32.0,0.95,coatnet,58.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,1.0,769000.0,26634146.0,1536.0,1000,67.0,timm,0.0,19360.0,6.0,27435562,329,coatnet_bn_0_rw_224,0.0,18.0,0.95,coatnet,35.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,1.0,513000.0,14596340.0,1024.0,1000,76.0,timm,0.0,19360.0,8.0,15141244,377,coatnet_nano_rw_224,0.0,18.0,0.9,coatnet,41.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,33.0,769000.0,40880198.0,1536.0,1000,110.0,timm,0.0,19360.0,8.0,41691982,651,coatnet_rmlp_1_rw_224,0.0,32.0,0.95,coatnet,58.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,19.0,513000.0,14600212.0,1024.0,1000,76.0,timm,0.0,19360.0,6.0,15145116,436,coatnet_rmlp_nano_rw_224,0.0,18.0,0.9,coatnet,41.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average",GeLU
ImageNet-1K,0.0,69.0,769000.0,85027456.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86540040,208,convit_base,0.0,0.0,,convit,25.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token,GeLU
ImageNet-1K,0.0,69.0,433000.0,26926056.0,864.0,1000,1.0,timm,0.0,332208.0,0.0,27777322,208,convit_small,0.0,0.0,,convit,25.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token,GeLU
ImageNet-1K,0.0,69.0,193000.0,5331616.0,384.0,1000,1.0,timm,0.0,147648.0,0.0,5710512,208,convit_tiny,0.0,0.0,,convit,25.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token,GeLU
ImageNet-1K,0.0,1.0,769000.0,20226048.0,20226048.0,1000,65.0,timm,0.0,115200.0,0.0,21110248,298,convmixer_768_32,0.0,0.0,0.96,convmixer,65.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average,GeLU
ImageNet-1K,0.0,1.0,1025000.0,22753280.0,22753280.0,1000,41.0,timm,0.0,605184.0,0.0,24383464,190,convmixer_1024_20_ks9_p14,0.0,0.0,0.96,convmixer,41.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average,GeLU
ImageNet-1K,0.0,1.0,1537000.0,49858560.0,49858560.0,1000,41.0,timm,0.0,230400.0,0.0,51625960,190,convmixer_1536_20,0.0,0.0,0.96,convmixer,41.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average,GeLU
ImageNet-1K,0.0,1.0,321640.0,3370000.0,3370000.0,1000,41.0,timm,0.0,9432.0,0.0,3702912,153,convnext_atto_ols,0.0,0.0,0.875,convnext,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,1027048.0,87539840.0,87539840.0,1000,40.0,timm,0.0,6528.0,0.0,88591464,392,convnext_base,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,1027048.0,87539840.0,87539840.0,1000,40.0,timm,0.0,6528.0,0.0,88591464,392,convnext_base_384_in22ft1k,0.0,0.0,1.0,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-21K,0.0,73.0,22389073.0,87539840.0,87539840.0,21841,40.0,timm,0.0,6528.0,0.0,109953489,392,convnext_base_in22k,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,1.0,385768.0,4827360.0,4827360.0,1000,41.0,timm,0.0,11184.0,0.0,5226520,153,convnext_femto_ols,0.0,0.0,0.875,convnext,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,1540072.0,196190400.0,196190400.0,1000,40.0,timm,0.0,9792.0,0.0,197767336,392,convnext_large,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,1540072.0,196190400.0,196190400.0,1000,40.0,timm,0.0,9792.0,0.0,197767336,392,convnext_large_384_in22ft1k,0.0,0.0,1.0,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-21K,0.0,73.0,33572689.0,196190400.0,196190400.0,21841,40.0,timm,0.0,9792.0,0.0,229799953,392,convnext_large_in22k,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,1.0,642280.0,14942880.0,14942880.0,1000,47.0,timm,0.0,60080.0,0.0,15649560,173,convnext_nano_ols,0.0,0.0,0.95,convnext,19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,1.0,514024.0,8525440.0,8525440.0,1000,41.0,timm,0.0,19520.0,0.0,9061928,153,convnext_pico_ols,0.0,0.0,0.95,convnext,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,770536.0,49434720.0,49434720.0,1000,40.0,timm,0.0,4896.0,0.0,50223688,392,convnext_small,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,770536.0,49434720.0,49434720.0,1000,40.0,timm,0.0,4896.0,0.0,50223688,392,convnext_small_384_in22ft1k,0.0,0.0,1.0,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-21K,0.0,73.0,16797265.0,49434720.0,49434720.0,21841,40.0,timm,0.0,4896.0,0.0,66250417,392,convnext_small_in22k,0.0,0.0,0.875,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,37.0,770536.0,27807072.0,27807072.0,1000,22.0,timm,0.0,4896.0,0.0,28589128,212,convnext_tiny,0.0,0.0,0.875,convnext,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,37.0,770536.0,27807072.0,27807072.0,1000,22.0,timm,0.0,4896.0,0.0,28589128,212,convnext_tiny_384_in22ft1k,0.0,0.0,1.0,convnext,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,37.0,770536.0,27807072.0,27807072.0,1000,22.0,timm,0.0,4896.0,0.0,28589128,212,convnext_tiny_in22ft1k,0.0,0.0,0.875,convnext,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,73.0,2053096.0,348094720.0,348094720.0,1000,40.0,timm,0.0,13056.0,0.0,350196968,392,convnext_xlarge_384_in22ft1k,0.0,0.0,1.0,convnext,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average,GeLU
ImageNet-1K,0.0,86.0,386000.0,7812096.0,768.0,1000,2.0,timm,0.0,252288.0,0.0,8553296,359,crossvit_9_240,0.0,24.0,0.875,crossvit,44.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,86.0,386000.0,7812096.0,768.0,1000,6.0,timm,0.0,475584.0,0.0,8776592,369,crossvit_9_dagger_240,0.0,24.0,0.875,crossvit,44.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,110.0,578000.0,26417664.0,1152.0,1000,2.0,timm,0.0,378432.0,0.0,27528464,467,crossvit_15_240,0.0,30.0,0.875,crossvit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,110.0,578000.0,26417664.0,1152.0,1000,6.0,timm,0.0,1058976.0,0.0,28209008,477,crossvit_15_dagger_240,0.0,30.0,0.875,crossvit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,110.0,578000.0,26417664.0,1152.0,1000,6.0,timm,0.0,1058976.0,0.0,28500080,477,crossvit_15_dagger_408,0.0,30.0,1.0,crossvit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,122.0,674000.0,41975808.0,1344.0,1000,2.0,timm,0.0,441504.0,0.0,43271408,521,crossvit_18_240,0.0,33.0,0.875,crossvit,62.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,122.0,674000.0,41975808.0,1344.0,1000,6.0,timm,0.0,1437072.0,0.0,44266976,531,crossvit_18_dagger_240,0.0,33.0,0.875,crossvit,62.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,122.0,674000.0,41975808.0,1344.0,1000,6.0,timm,0.0,1437072.0,0.0,44606560,531,crossvit_18_dagger_408,0.0,33.0,1.0,crossvit,62.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,98.0,1154000.0,102805632.0,2304.0,1000,2.0,timm,0.0,756864.0,0.0,105025232,413,crossvit_base_240,0.0,27.0,0.875,crossvit,50.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,98.0,578000.0,25745472.0,1152.0,1000,2.0,timm,0.0,378432.0,0.0,26856272,413,crossvit_small_240,0.0,27.0,0.875,crossvit,50.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,98.0,290000.0,6458400.0,576.0,1000,2.0,timm,0.0,189216.0,0.0,7014800,413,crossvit_tiny_240,0.0,27.0,0.875,crossvit,50.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token,GeLU
ImageNet-1K,0.0,1.0,1025000.0,20090880.0,20090880.0,1000,55.0,timm,0.0,7040.0,0.0,21151720,359,cs3darknet_focus_l,0.0,0.0,0.887,darknet,55.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,769000.0,8513280.0,8513280.0,1000,41.0,timm,0.0,5280.0,0.0,9304360,268,cs3darknet_focus_m,0.0,0.0,0.887,darknet,41.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1025000.0,20090880.0,20090880.0,1000,56.0,timm,0.0,19488.0,0.0,21164168,364,cs3darknet_l,0.0,0.0,0.887,darknet,56.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,769000.0,8513280.0,8513280.0,1000,42.0,timm,0.0,11160.0,0.0,9310240,273,cs3darknet_m,0.0,0.0,0.887,darknet,42.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,33696000.0,33696000.0,1000,62.0,timm,0.0,30120.0,0.0,35046320,403,cs3darknet_x,0.0,0.0,0.95,darknet,62.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,46464000.0,46464000.0,1000,62.0,timm,0.0,30120.0,0.0,47821120,403,cs3edgenet_x,0.0,0.0,0.887,edgenet,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Object Detection,Specialized in Edge Detection,Max,ReLU
ImageNet-1K,0.0,1.0,1281000.0,49364464.0,49364464.0,1000,110.0,timm,0.0,30120.0,0.0,50721584,523,cs3se_edgenet_x,0.0,0.0,0.95,edgenet,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Object Detection,Specialized in Edge Detection,Max,ReLU
ImageNet-1K,0.0,1.0,1025000.0,20840304.0,20840304.0,1000,98.0,timm,0.0,19488.0,0.0,21913592,469,cs3sedarknet_l,0.0,0.0,0.887,darknet,56.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,34047584.0,34047584.0,1000,110.0,timm,0.0,30120.0,0.0,35397904,523,cs3sedarknet_x,0.0,0.0,0.887,darknet,62.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1025000.0,26580992.0,26580992.0,1000,67.0,timm,0.0,928.0,0.0,27642184,428,cspdarknet53,0.0,0.0,0.887,darknet,67.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,13.0,1.0,1025000.0,20541440.0,20541440.0,1000,55.0,timm,0.0,9536.0,1.0,21616168,362,cspresnet50,0.0,0.0,0.887,resnet,55.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,13.0,1.0,2049000.0,18454016.0,18454016.0,1000,55.0,timm,0.0,9536.0,1.0,20569896,362,cspresnext50,0.0,0.0,0.887,resnext,55.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1025000.0,40548352.0,40548352.0,1000,52.0,timm,0.0,928.0,0.0,41609928,353,darknet53,0.0,0.0,0.887,darknet,52.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1025000.0,34961408.0,34961408.0,1000,52.0,timm,0.0,928.0,5.0,36022984,363,darknetaa53,0.0,0.0,0.887,darknet,52.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average",ReLU
ImageNet-1K,0.0,49.0,769000.0,85072896.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86585320,226,deit3_base_patch16_224,0.0,13.0,0.9,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,769000.0,85072896.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86585320,226,deit3_base_patch16_224_in21ft1k,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,769000.0,85072896.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86877160,226,deit3_base_patch16_384,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,769000.0,85072896.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86877160,226,deit3_base_patch16_384_in21ft1k,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,129.0,1281000.0,629760000.0,2560.0,1000,1.0,timm,0.0,753920.0,0.0,632126440,586,deit3_huge_patch14_224,0.0,33.0,0.9,deit3,65.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,129.0,1281000.0,629760000.0,2560.0,1000,1.0,timm,0.0,753920.0,0.0,632126440,586,deit3_huge_patch14_224_in21ft1k,0.0,33.0,1.0,deit3,65.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302358528.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304374760,442,deit3_large_patch16_224,0.0,25.0,0.9,deit3,49.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302358528.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304374760,442,deit3_large_patch16_224_in21ft1k,0.0,25.0,1.0,deit3,49.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302358528.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304763880,442,deit3_large_patch16_384,0.0,25.0,1.0,deit3,49.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302358528.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304763880,442,deit3_large_patch16_384_in21ft1k,0.0,25.0,1.0,deit3,49.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,513000.0,37840896.0,1024.0,1000,1.0,timm,0.0,393728.0,0.0,38849512,226,deit3_medium_patch16_224,0.0,13.0,0.9,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,385000.0,21302784.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22059496,226,deit3_small_patch16_224,0.0,13.0,0.9,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,385000.0,21302784.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22059496,226,deit3_small_patch16_224_in21ft1k,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,385000.0,21302784.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22205416,226,deit3_small_patch16_384,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,49.0,385000.0,21302784.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22205416,226,deit3_small_patch16_384_in21ft1k,0.0,13.0,1.0,deit3,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2022.0,Self-Supervised,Image Classification,Advancements in Data Efficiency,Class Token,GeLU
ImageNet-1K,0.0,50.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,87338192,227,deit_base_distilled_patch16_224,0.0,13.0,0.9,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,50.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,87630032,227,deit_base_distilled_patch16_384,0.0,13.0,1.0,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86567656,226,deit_base_patch16_224,0.0,13.0,0.9,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86859496,226,deit_base_patch16_384,0.0,13.0,1.0,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,50.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22436432,227,deit_small_distilled_patch16_224,0.0,13.0,0.9,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,49.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22050664,226,deit_small_patch16_224,0.0,13.0,0.9,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
ImageNet-1K,0.0,50.0,193000.0,5338368.0,384.0,1000,1.0,timm,0.0,147648.0,0.0,5910800,227,deit_tiny_distilled_patch16_224,0.0,13.0,0.9,deit,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Data-efficient Learning with Transformers,Class Token,GeLU
