Model,Parameters,Layers,Residual Blocks,Conv Layers,Dense Layers,Bottlenecks,Pooling Layers,Normalization Layers,Recurrent Layers,Attention Layers,Output Features,Training Dataset,First Layer Parameters,Highest Internal Layer Parameters,Lowest Internal Layer Parameters,Last Layer Parameters,Family,Architecture,Crop Percentage
pvt_v2_b4,62556072,800,0,83,206,0,0,128,0,46,1000,ImageNet-1K,9600,62033472,62033472,513000,pvt_v2,pvt_v2_b4,0.9
pvt_v2_b5,81956008,1009,0,105,261,0,0,161,0,57,1000,ImageNet-1K,9600,81433408,81433408,513000,pvt_v2,pvt_v2_b5,0.9
regnetv_040,20640640,475,0,115,1,22,0,66,0,0,1000,ImageNet-1K,864,11263408,215336,1089000,regnet,regnetv_040,1.0
regnetv_064,30576052,546,0,130,1,25,4,75,0,0,1000,ImageNet-1K,864,16764696,271052,1297000,regnet,regnetv_064,1.0
regnetx_002,2684792,293,13,44,1,13,0,44,0,0,1000,ImageNet-1K,928,2057856,3840,369000,regnetx,regnetx_002,0.875
regnetx_004,5157512,473,22,71,1,22,0,71,0,0,1000,ImageNet-1K,928,4177920,7680,385000,regnetx,regnetx_004,0.875
regnetx_006,6196040,353,16,53,1,16,0,53,0,0,1000,ImageNet-1K,928,4675968,15744,529000,regnetx,regnetx_006,0.875
regnetx_008,7259656,353,16,53,1,16,0,53,0,0,1000,ImageNet-1K,928,4935168,17408,673000,regnetx,regnetx_008,0.875
regnetx_016,9190136,393,18,59,1,18,0,59,0,0,1000,ImageNet-1K,928,4181184,51264,913000,regnetx,regnetx_016,0.875
regnetx_032,15296552,533,25,80,1,25,0,80,0,0,1000,ImageNet-1K,928,8377344,116736,1009000,regnetx,regnetx_032,0.875
regnetx_040,22118248,493,23,74,1,23,0,74,0,0,1000,ImageNet-1K,928,11558400,81920,1361000,regnetx,regnetx_040,0.875
regnetx_064,26209256,373,17,56,1,17,0,56,0,0,1000,ImageNet-1K,928,16244480,264768,1625000,regnetx,regnetx_064,0.875
regnetx_080,39572648,493,23,74,1,23,0,74,0,0,1000,ImageNet-1K,928,27043200,139520,1921000,regnetx,regnetx_080,0.875
regnetx_120,46106056,413,19,62,1,19,0,62,0,0,1000,ImageNet-1K,928,27596800,616448,2241000,regnetx,regnetx_120,0.875
regnetx_160,54278536,473,22,71,1,22,0,71,0,0,1000,ImageNet-1K,928,34406400,802816,2049000,regnetx,regnetx_160,0.875
regnetx_320,107811560,493,23,74,1,23,0,74,0,0,1000,ImageNet-1K,928,73382400,1376256,2521000,regnetx,regnetx_320,0.875
regnety_002,3162996,358,13,70,1,13,0,44,0,0,1000,ImageNet-1K,928,2495262,4256,369000,regnety,regnety_002,0.875
regnety_004,4344144,433,16,85,1,16,0,53,0,0,1000,ImageNet-1K,928,3035722,9656,441000,regnety,regnety_004,0.875
regnety_006,6055160,408,15,80,1,15,0,50,0,0,1000,ImageNet-1K,928,3884424,13112,609000,regnety,regnety_006,0.875
regnety_008,6263168,383,14,75,1,14,0,47,0,0,1000,ImageNet-1K,928,2901776,18504,769000,regnety,regnety_008,0.875
regnety_016,11202430,708,27,140,1,27,0,86,0,0,1000,ImageNet-1K,928,5970414,32756,889000,regnety,regnety_016,0.875
regnety_032,19436338,558,21,110,1,21,0,68,0,0,1000,ImageNet-1K,928,12222774,55178,1513000,regnety,regnety_032,1.0
regnety_040,20646656,583,22,115,1,22,0,71,0,0,1000,ImageNet-1K,928,11263408,215336,1089000,regnety,regnety_040,1.0
regnety_064,30583252,658,25,130,1,25,0,80,0,0,1000,ImageNet-1K,928,16764696,271052,1297000,regnety,regnety_064,1.0
regnety_080,39180068,458,17,90,1,17,0,56,0,0,1000,ImageNet-1K,928,24396624,281954,2017000,regnety,regnety_080,1.0
regnety_120,51822544,508,19,100,1,19,0,62,0,0,1000,ImageNet-1K,928,31823792,645632,2241000,regnety,regnety_120,0.875
regnety_160,83590140,483,18,95,1,18,0,59,0,0,1000,ImageNet-1K,928,54520424,645632,3025000,regnety,regnety_160,1.0
regnety_320,145046770,533,20,105,1,20,0,65,0,0,1000,ImageNet-1K,928,92544162,1176306,3713000,regnety,regnety_320,0.875
regnetz_040,27116800,713,28,141,1,28,0,85,0,0,1000,ImageNet-1K,928,16740432,69524,529000,regnetz,regnetz_040,1.0
regnetz_040h,28938880,717,28,142,1,28,0,86,0,0,1000,ImageNet-1K,928,16740432,69524,1537000,regnetz,regnetz_040h,1.0
regnetz_b16,9715480,612,0,112,1,22,0,68,0,0,1000,ImageNet-1K,928,7685456,442368,1537000,regnetz,regnetz_b16,0.94
regnetz_c16,13459880,612,0,112,1,22,0,68,0,0,1000,ImageNet-1K,928,11416672,442368,1537000,regnetz,regnetz_c16,0.94
regnetz_c16_evos,13487816,476,0,112,1,22,0,0,0,0,1000,ImageNet-1K,960,11502880,446976,1537000,regnetz,regnetz_c16_evos,0.95
regnetz_d8,23373792,678,0,124,1,24,0,76,0,0,1000,ImageNet-1K,26232,20774656,688128,1793000,regnetz,regnetz_d8,1.0
regnetz_d8_evos,23464296,526,0,124,1,24,0,0,0,0,1000,ImageNet-1K,76032,20901760,693504,1793000,regnetz,regnetz_d8_evos,0.95
regnetz_d32,27576288,678,0,124,1,24,0,76,0,0,1000,ImageNet-1K,26232,24977152,688128,1793000,regnetz,regnetz_d32,0.95
regnetz_e8,57698176,839,0,154,1,30,0,94,0,0,1000,ImageNet-1K,26232,54406368,1048576,2049000,regnetz,regnetz_e8,1.0
repvgg_a2,28210600,372,0,44,1,0,0,61,0,0,1000,ImageNet-1K,2176,26757120,26757120,1409000,vgg,repvgg_a2,0.875
repvgg_b0,15817960,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,14499840,14499840,1281000,vgg,repvgg_b0,0.875
repvgg_b1,57415016,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,55296000,55296000,2049000,vgg,repvgg_b1,0.875
repvgg_b1g4,39966056,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,37847040,37847040,2049000,vgg,repvgg_b1g4,0.875
repvgg_b2,89022376,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,86374400,86374400,2561000,vgg,repvgg_b2,0.875
repvgg_b2g4,61758376,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,59110400,59110400,2561000,vgg,repvgg_b2g4,0.875
repvgg_b3,123085288,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,120422400,120422400,2561000,vgg,repvgg_b3,0.875
repvgg_b3g4,83825128,474,0,56,1,0,0,79,0,0,1000,ImageNet-1K,2176,81162240,81162240,2561000,vgg,repvgg_b3g4,0.875
res2net50_14w_8s,25059816,381,0,149,1,0,5,149,0,0,1000,ImageNet-1K,9408,14586976,128,2049000,res2net,res2net50_14w_8s,0.875
res2net50_26w_4s,25699120,253,0,85,1,0,5,85,0,0,1000,ImageNet-1K,9408,14998304,128,2049000,res2net,res2net50_26w_4s,0.875
res2net50_26w_6s,37051448,317,0,117,1,0,5,117,0,0,1000,ImageNet-1K,9408,22025376,128,2049000,res2net,res2net50_26w_6s,0.875
res2net50_26w_8s,48403776,381,0,149,1,0,5,149,0,0,1000,ImageNet-1K,9408,29052448,128,2049000,res2net,res2net50_26w_8s,0.875
res2net50_48w_2s,25287304,189,0,53,1,0,5,53,0,0,1000,ImageNet-1K,9408,14752512,128,2049000,res2net,res2net50_48w_2s,0.875
res2net101_26w_4s,45206688,491,0,170,1,0,5,170,0,0,1000,ImageNet-1K,9408,26705936,128,2049000,res2net,res2net101_26w_4s,0.875
res2next50,24671464,253,0,85,1,0,5,85,0,0,1000,ImageNet-1K,9408,14322176,128,2049000,res2next,res2next50,0.875
resmlp_12_224,15350872,139,0,1,37,0,0,0,0,0,1000,ImageNet-1K,295296,14660592,768,385000,resmlp,resmlp_12_224,0.875
resmlp_12_224_dino,15350872,139,0,1,37,0,0,0,0,0,1000,ImageNet-1K,295296,14660592,768,385000,resmlp,resmlp_12_224_dino,0.875
resmlp_12_distilled_224,15350872,139,0,1,37,0,0,0,0,0,1000,ImageNet-1K,295296,14660592,768,385000,resmlp,resmlp_12_distilled_224,0.875
resmlp_24_224,30020680,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,295296,29321184,768,385000,resmlp,resmlp_24_224,0.875
resmlp_24_224_dino,30020680,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,295296,29321184,768,385000,resmlp,resmlp_24_224_dino,0.875
resmlp_24_distilled_224,30020680,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,295296,29321184,768,385000,resmlp,resmlp_24_distilled_224,0.875
resmlp_36_224,44690488,403,0,1,109,0,0,0,0,0,1000,ImageNet-1K,295296,43981776,768,385000,resmlp,resmlp_36_224,0.875
resmlp_36_distilled_224,44690488,403,0,1,109,0,0,0,0,0,1000,ImageNet-1K,295296,43981776,768,385000,resmlp,resmlp_36_distilled_224,0.875
resmlp_big_24_224,129138280,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,148224,128182656,1536,769000,resmlp,resmlp_big_24_224,0.875
resmlp_big_24_224_in22ft1k,129138280,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,148224,128182656,1536,769000,resmlp,resmlp_big_24_224_in22ft1k,0.875
resmlp_big_24_distilled_224,129138280,271,0,1,73,0,0,0,0,0,1000,ImageNet-1K,148224,128182656,1536,769000,resmlp,resmlp_big_24_distilled_224,0.875
resnest14d,10611688,119,0,27,1,4,7,23,0,0,1000,ImageNet-1K,28640,6435584,128,2049000,resnest,resnest14d,0.875
resnest26d,17069448,199,0,47,1,8,7,39,0,0,1000,ImageNet-1K,28640,11294208,128,2049000,resnest,resnest26d,0.875
resnest50d,27483240,359,0,87,1,16,7,71,0,0,1000,ImageNet-1K,28640,16152832,128,2049000,resnest,resnest50d,0.875
resnest50d_1s4x24d,25677000,359,0,87,1,16,7,71,0,0,1000,ImageNet-1K,28640,14980032,128,2049000,resnest,resnest50d_1s4x24d,0.875
resnest50d_4s2x40d,30417592,359,0,87,1,16,7,71,0,0,1000,ImageNet-1K,28640,17956736,128,2049000,resnest,resnest50d_4s2x40d,0.875
resnest101e,48275016,699,0,172,1,33,7,139,0,0,1000,ImageNet-1K,112576,28383872,256,2049000,resnest,resnest101e,0.875
resnest200e,70201544,1359,0,337,1,66,7,271,0,0,1000,ImageNet-1K,112576,44203520,256,2049000,resnest,resnest200e,0.909
resnest269e,110929480,1819,0,452,1,89,7,363,0,0,1000,ImageNet-1K,112576,58806272,256,2049000,resnest,resnest269e,0.928
resnet10t,5435488,68,4,14,1,0,4,14,0,0,1000,ImageNet-1K,26104,3673088,128,513000,resnet,resnet10t,0.875
resnet14t,10081632,84,4,19,1,4,4,19,0,0,1000,ImageNet-1K,26104,6039552,128,2049000,resnet,resnet14t,0.875
resnet18,11689512,94,8,20,1,0,1,20,0,0,1000,ImageNet-1K,9408,8393728,128,513000,resnet,resnet18,0.875
resnet18d,11708744,104,8,22,1,0,4,22,0,0,1000,ImageNet-1K,28640,8393728,128,513000,resnet,resnet18d,0.875
resnet26,15995176,121,8,29,1,8,1,29,0,0,1000,ImageNet-1K,9408,10502144,128,2049000,resnet,resnet26,0.875
resnet26d,16014408,132,8,31,1,8,4,31,0,0,1000,ImageNet-1K,28640,10502144,128,2049000,resnet,resnet26d,0.875
resnet26t,16011872,132,8,31,1,8,4,31,0,0,1000,ImageNet-1K,26104,10502144,128,2049000,resnet,resnet26t,0.94
resnet32ts,17963616,265,0,37,1,10,0,37,0,0,1000,ImageNet-1K,26232,16363520,16363520,1537000,resnet,resnet32ts,0.9
resnet33ts,19676256,269,0,38,1,10,0,38,0,0,1000,ImageNet-1K,26232,16363520,1966080,1281000,resnet,resnet33ts,0.9
resnet34,21797672,166,16,36,1,0,1,36,0,0,1000,ImageNet-1K,9408,13114368,128,513000,resnet,resnet34,0.875
resnet34d,21816904,176,16,38,1,0,4,38,0,0,1000,ImageNet-1K,28640,13114368,128,513000,resnet,resnet34d,0.875
resnet50,25557032,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,resnet50,0.95
resnet50_gn,25557032,217,16,53,1,16,1,0,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,resnet50_gn,0.94
resnet50d,25576264,228,16,55,1,16,4,55,0,0,1000,ImageNet-1K,28640,14964736,128,2049000,resnet,resnet50d,0.875
resnet51q,35696920,398,0,57,1,16,0,55,0,0,1000,ImageNet-1K,97584,30320640,3145728,2049000,resnet,resnet51q,1.0
resnet61q,36846968,434,0,67,1,14,0,67,0,0,1000,ImageNet-1K,97680,31453184,3145728,2049000,resnet,resnet61q,1.0
resnet101,44549160,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,26090496,128,2049000,resnet,resnet101,0.95
resnet101d,44568392,432,33,106,1,33,4,106,0,0,1000,ImageNet-1K,28640,26090496,128,2049000,resnet,resnet101d,1.0
resnet152,60192808,625,50,155,1,50,1,155,0,0,1000,ImageNet-1K,9408,40613888,128,2049000,resnet,resnet152,0.95
resnet152d,60212040,636,50,157,1,50,4,157,0,0,1000,ImageNet-1K,28640,40613888,128,2049000,resnet,resnet152d,1.0
resnet200d,64693064,828,66,205,1,66,4,205,0,0,1000,ImageNet-1K,28640,40613888,128,2049000,resnet,resnet200d,1.0
resnetaa50,25557032,217,16,53,1,16,4,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,resnetaa50,0.875
resnetblur50,25557032,219,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,resnetblur50,0.875
resnetrs50,35691912,327,16,88,1,16,3,56,0,0,1000,ImageNet-1K,28640,21263872,128,2049000,resnet,resnetrs50,0.91
resnetrs101,63618696,633,33,173,1,33,3,107,0,0,1000,ImageNet-1K,28640,38178560,128,2049000,resnet,resnetrs101,0.94
resnetrs152,86621576,939,50,258,1,50,3,158,0,0,1000,ImageNet-1K,28640,59534336,128,2049000,resnet,resnetrs152,1.0
resnetrs200,93209992,1227,66,338,1,66,3,206,0,0,1000,ImageNet-1K,28640,59534336,128,2049000,resnet,resnetrs200,1.0
resnetrs270,129861448,1659,90,458,1,90,3,278,0,0,1000,ImageNet-1K,28640,87461120,128,2049000,resnet,resnetrs270,1.0
resnetrs350,163956168,2127,116,588,1,116,3,356,0,0,1000,ImageNet-1K,28640,118673408,128,2049000,resnet,resnetrs350,1.0
resnetrs420,191891656,2541,139,703,1,139,3,425,0,0,1000,ImageNet-1K,28640,143314688,128,2049000,resnet,resnetrs420,1.0
resnetv2_50,25549352,258,0,54,0,16,1,49,0,0,1000,ImageNet-1K,9408,23445504,23445504,2049000,resnetv2,resnetv2_50,0.95
resnetv2_50d_evos,25591368,168,0,56,0,16,4,0,0,0,1000,ImageNet-1K,28704,23507520,6144,2049000,resnetv2,resnetv2_50d_evos,0.95
resnetv2_50d_gn,25568584,270,0,56,0,16,4,0,0,0,1000,ImageNet-1K,28640,23445504,23445504,2049000,resnetv2,resnetv2_50d_gn,0.95
resnetv2_50x1_bit_distilled,25549352,259,0,54,0,16,1,0,0,0,1000,ImageNet-1K,9408,23445504,23445504,2049000,resnetv2,resnetv2_50x1_bit_distilled,0.875
resnetv2_50x1_bitm,25549352,259,0,54,0,16,1,0,0,0,1000,ImageNet-1K,9408,23445504,23445504,2049000,resnetv2,resnetv2_50x1_bitm,1.0
resnetv2_50x1_bitm_in21k,68256659,259,0,54,0,16,1,0,0,0,21843,ImageNet-21K,9408,23445504,23445504,44756307,resnetv2,resnetv2_50x1_bitm_in21k,0.875
resnetv2_50x3_bitm,217319080,259,0,54,0,16,1,0,0,0,1000,ImageNet-1K,28224,211009536,211009536,6145000,resnetv2,resnetv2_50x3_bitm,1.0
resnetv2_50x3_bitm_in21k,345399315,259,0,54,0,16,1,0,0,0,21843,ImageNet-21K,28224,211009536,211009536,134225235,resnetv2,resnetv2_50x3_bitm_in21k,0.875
resnetv2_101,44541480,496,0,105,0,33,1,100,0,0,1000,ImageNet-1K,9408,42385408,42385408,2049000,resnetv2,resnetv2_101,0.95
resnetv2_101x1_bitm,44541480,497,0,105,0,33,1,0,0,0,1000,ImageNet-1K,9408,42385408,42385408,2049000,resnetv2,resnetv2_101x1_bitm,1.0
resnetv2_101x1_bitm_in21k,87248787,496,0,105,0,33,1,0,0,0,21843,ImageNet-21K,9408,42385408,42385408,44756307,resnetv2,resnetv2_101x1_bitm_in21k,0.875
resnetv2_101x3_bitm,387934888,497,0,105,0,33,1,0,0,0,1000,ImageNet-1K,28224,381468672,381468672,6145000,resnetv2,resnetv2_101x3_bitm,1.0
resnetv2_101x3_bitm_in21k,516015123,497,0,105,0,33,1,0,0,0,21843,ImageNet-21K,28224,381468672,381468672,134225235,resnetv2,resnetv2_101x3_bitm_in21k,0.875
resnetv2_152x2_bit_teacher,236335208,735,0,156,0,50,1,0,0,0,1000,ImageNet-1K,18816,231931904,231931904,4097000,resnetv2,resnetv2_152x2_bit_teacher,0.875
resnetv2_152x2_bit_teacher_384,236335208,735,0,156,0,50,1,0,0,0,1000,ImageNet-1K,18816,231931904,231931904,4097000,resnetv2,resnetv2_152x2_bit_teacher_384,1.0
resnetv2_152x2_bitm,236335208,735,0,156,0,50,1,0,0,0,1000,ImageNet-1K,18816,231931904,231931904,4097000,resnetv2,resnetv2_152x2_bitm,1.0
resnetv2_152x2_bitm_in21k,321728979,735,0,156,0,50,1,0,0,0,21843,ImageNet-21K,18816,231931904,231931904,89490771,resnetv2,resnetv2_152x2_bitm_in21k,0.875
resnetv2_152x4_bitm,936533224,735,0,156,0,50,1,0,0,0,1000,ImageNet-1K,37632,927727616,927727616,8193000,resnetv2,resnetv2_152x4_bitm,1.0
resnetv2_152x4_bitm_in21k,1107299923,735,0,156,0,50,1,0,0,0,21843,ImageNet-21K,37632,927727616,927727616,178959699,resnetv2,resnetv2_152x4_bitm_in21k,0.875
resnext26ts,10297952,222,0,31,1,8,1,31,0,0,1000,ImageNet-1K,26232,8192000,8192000,2049000,resnext,resnext26ts,0.9
resnext50_32x4d,25028904,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14544896,128,2049000,resnext,resnext50_32x4d,0.95
resnext50d_32x4d,25048136,228,16,55,1,16,4,55,0,0,1000,ImageNet-1K,28640,14544896,128,2049000,resnext,resnext50d_32x4d,0.875
resnext101_32x8d,88791336,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,55160832,128,2049000,resnext,resnext101_32x8d,0.875
resnext101_64x4d,83455272,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,51769344,128,2049000,resnext,resnext101_64x4d,1.0
rexnet_100,4796873,363,0,75,1,16,0,62,0,0,1000,ImageNet-1K,928,3475005,3475005,1281000,rexnet,rexnet_100,0.875
rexnet_130,7557091,363,0,75,1,16,0,62,0,0,1000,ImageNet-1K,1218,5838933,5838933,1665000,rexnet,rexnet_130,0.875
rexnet_150,9728593,363,0,75,1,16,0,62,0,0,1000,ImageNet-1K,1392,7746279,7746279,1921000,rexnet,rexnet_150,0.875
rexnet_200,16366620,363,0,75,1,16,0,62,0,0,1000,ImageNet-1K,1856,13723884,13723884,2561000,rexnet,rexnet_200,0.875
sebotnet33ts_256,13701984,299,0,50,1,10,1,38,0,0,1000,ImageNet-1K,26232,10393856,1966080,1281000,botnet,sebotnet33ts_256,0.94
sehalonet33ts,13691712,303,0,54,1,6,0,38,0,0,1000,ImageNet-1K,26232,10383584,1966080,1281000,halonet,sehalonet33ts,0.94
selecsls42b,32458248,178,0,41,1,0,0,41,0,0,1000,ImageNet-1K,928,26110336,5321984,1025000,selecsls,selecsls42b,0.875
selecsls60,30670768,253,0,59,1,0,0,59,0,0,1000,ImageNet-1K,928,20553832,8835008,1281000,selecsls,selecsls60,0.875
selecsls60b,32774064,253,0,59,1,0,0,59,0,0,1000,ImageNet-1K,928,22913128,8835008,1025000,selecsls,selecsls60b,0.875
semnasnet_075,2912278,289,0,65,1,0,0,49,0,0,1000,ImageNet-1K,648,1296598,307200,1281000,nasnet,semnasnet_075,0.875
semnasnet_100,3887038,289,0,65,1,0,0,49,0,0,1000,ImageNet-1K,864,2162086,409600,1281000,nasnet,semnasnet_100,0.875
sequencer2d_l,54298216,521,0,4,109,0,0,73,72,0,1000,ImageNet-1K,28416,53884032,768,385000,sequencer2d,sequencer2d_l,0.875
sequencer2d_m,38307688,353,0,4,73,0,0,49,48,0,1000,ImageNet-1K,28416,37893504,768,385000,sequencer2d,sequencer2d_m,0.875
sequencer2d_s,27651688,269,0,4,55,0,0,37,36,0,1000,ImageNet-1K,28416,27237504,768,385000,sequencer2d,sequencer2d_s,0.875
seresnet33ts,19779200,319,0,58,1,10,0,38,0,0,1000,ImageNet-1K,26232,16466464,1966080,1281000,seresnet,seresnet33ts,0.9
seresnet50,28088024,313,16,85,1,16,1,53,0,0,1000,ImageNet-1K,9408,16544128,128,2049000,seresnet,seresnet50,0.875
seresnet152d,66841080,936,50,257,1,50,4,157,0,0,1000,ImageNet-1K,28640,45371648,128,2049000,seresnet,seresnet152d,1.0
seresnext26d_32x4d,16809512,180,8,47,1,8,4,31,0,0,1000,ImageNet-1K,28640,11100416,128,2049000,resnext,seresnext26d_32x4d,0.875
seresnext26t_32x4d,16806976,180,8,47,1,8,4,31,0,0,1000,ImageNet-1K,26104,11100416,128,2049000,resnext,seresnext26t_32x4d,0.875
seresnext26ts,10388064,262,0,47,1,8,1,31,0,0,1000,ImageNet-1K,26232,8282112,8282112,2049000,resnext,seresnext26ts,0.9
seresnext50_32x4d,27559896,313,16,85,1,16,1,53,0,0,1000,ImageNet-1K,9408,16124288,128,2049000,resnext,seresnext50_32x4d,0.875
seresnext101_32x8d,93569048,619,33,170,1,33,1,104,0,0,1000,ImageNet-1K,9408,58200512,128,2049000,resnext,seresnext101_32x8d,1.0
seresnext101d_32x8d,93588280,630,33,172,1,33,4,106,0,0,1000,ImageNet-1K,28640,58200512,128,2049000,resnext,seresnext101d_32x8d,1.0
seresnextaa101d_32x8d,93588280,630,33,172,1,33,7,106,0,0,1000,ImageNet-1K,28640,58200512,128,2049000,resnext,seresnextaa101d_32x8d,1.0
skresnet18,11958056,230,0,44,1,0,1,36,0,0,1000,ImageNet-1K,9408,8586496,128,513000,resnet,skresnet18,0.875
skresnet34,22282376,438,0,84,1,0,1,68,0,0,1000,ImageNet-1K,9408,13403520,128,513000,resnet,skresnet34,0.875
skresnext50_32x4d,27479784,521,0,101,1,16,1,85,0,0,1000,ImageNet-1K,9408,15995264,128,2049000,skresnext,skresnext50_32x4d,0.875
spnasnet_100,4421616,332,0,64,1,0,0,64,0,0,1000,ImageNet-1K,864,2690648,409600,1281000,nasnet,spnasnet_100,0.875
ssl_resnet18,11689512,94,8,20,1,0,1,20,0,0,1000,ImageNet-1K,9408,8393728,128,513000,resnet,ssl_resnet18,0.875
ssl_resnet50,25557032,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,ssl_resnet50,0.875
ssl_resnext50_32x4d,25028904,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14544896,128,2049000,resnext,ssl_resnext50_32x4d,0.875
ssl_resnext101_32x4d,44177704,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,26171392,128,2049000,resnext,ssl_resnext101_32x4d,0.875
ssl_resnext101_32x8d,88791336,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,55160832,128,2049000,resnext,ssl_resnext101_32x8d,0.875
ssl_resnext101_32x16d,194026792,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,123314176,128,2049000,resnext,ssl_resnext101_32x16d,0.875
swin_base_patch4_window7_224,87768224,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,6528,86671104,2048,1025000,swin,swin_base_patch4_window7_224,0.9
swin_base_patch4_window7_224_in22k,109130249,409,0,1,100,0,0,53,0,49,21841,ImageNet-21K,6528,86671104,2048,22387025,swin,swin_base_patch4_window7_224_in22k,0.9
swin_base_patch4_window12_384,87903584,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,6528,86671104,2048,1025000,swin,swin_base_patch4_window12_384,1.0
swin_base_patch4_window12_384_in22k,109265609,409,0,1,100,0,0,53,0,49,21841,ImageNet-21K,6528,86671104,2048,22387025,swin,swin_base_patch4_window12_384_in22k,1.0
swin_large_patch4_window7_224,196532476,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,9792,194887296,3072,1537000,swin,swin_large_patch4_window7_224,0.9
swin_large_patch4_window7_224_in22k,228565093,409,0,1,100,0,0,53,0,49,21841,ImageNet-21K,9792,194887296,3072,33569617,swin,swin_large_patch4_window7_224_in22k,0.9
swin_large_patch4_window12_384,196735516,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,9792,194887296,3072,1537000,swin,swin_large_patch4_window12_384,1.0
swin_large_patch4_window12_384_in22k,228768133,409,0,1,100,0,0,53,0,49,21841,ImageNet-21K,9792,194887296,3072,33569617,swin,swin_large_patch4_window12_384_in22k,1.0
swin_s3_base_224,71125762,601,0,1,148,0,0,77,0,73,1000,ImageNet-1K,4896,70076736,1536,769000,swin,swin_s3_base_224,0.9
swin_s3_small_224,49737298,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,4896,48783168,1536,769000,swin,swin_s3_small_224,0.9
swin_s3_tiny_224,28328674,217,0,1,52,0,0,29,0,25,1000,ImageNet-1K,4896,27489600,1536,769000,swin,swin_s3_tiny_224,0.9
swin_small_patch4_window7_224,49606258,409,0,1,100,0,0,53,0,49,1000,ImageNet-1K,4896,48783168,1536,769000,swin,swin_small_patch4_window7_224,0.9
swin_tiny_patch4_window7_224,28288354,217,0,1,52,0,0,29,0,25,1000,ImageNet-1K,4896,27489600,1536,769000,swin,swin_tiny_patch4_window7_224,0.9
swinv2_base_window8_256,87918816,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,6528,86860800,2048,1025000,swin,swinv2_base_window8_256,0.9
swinv2_base_window12_192_22k,109280841,530,0,1,148,0,0,53,0,49,21841,ImageNet-21K,6528,86860800,2048,22387025,swin,swinv2_base_window12_192_22k,0.9
swinv2_base_window12to16_192to256_22kft1k,87918816,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,6528,86860800,2048,1025000,swin,swinv2_base_window12to16_192to256_22kft1k,0.9
swinv2_base_window12to24_192to384_22kft1k,87918816,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,6528,86860800,2048,1025000,swin,swinv2_base_window12to24_192to384_22kft1k,1.0
swinv2_base_window16_256,87918816,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,6528,86860800,2048,1025000,swin,swinv2_base_window16_256,0.9
swinv2_cr_small_224,49695100,576,0,1,148,0,0,53,0,53,1000,ImageNet-1K,4896,48920922,48920922,769000,swin,swinv2_cr_small_224,0.9
swinv2_cr_small_ns_224,49696444,576,0,1,148,0,0,56,0,53,1000,ImageNet-1K,4896,48922266,48922266,769000,swin,swinv2_cr_small_ns_224,0.9
swinv2_cr_tiny_ns_224,28333468,300,0,1,76,0,0,32,0,29,1000,ImageNet-1K,4896,27559434,27559434,769000,swin,swinv2_cr_tiny_ns_224,0.9
swinv2_large_window12_192_22k,228772549,530,0,1,148,0,0,53,0,49,21841,ImageNet-21K,9792,195153408,3072,33569617,swin,swinv2_large_window12_192_22k,0.9
swinv2_large_window12to16_192to256_22kft1k,196739932,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,9792,195153408,3072,1537000,swin,swinv2_large_window12to16_192to256_22kft1k,0.9
