Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
1793000.0,67.8,0.0,0.95,24.0,0.0,timm,26232.0,regnetz,ImageNet-1K,0.0,76.0,1000,124.0,0.0,688128.0,,regnetz_d32,24977152.0,,,regnetz_d32,27.576288,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
2049000.0,83.9,0.0,1.0,30.0,0.0,timm,26232.0,regnetz,ImageNet-1K,0.0,94.0,1000,154.0,0.0,1048576.0,,regnetz_e8,54406368.0,,,regnetz_e8,57.698176,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2020.0,Supervised,Image Classification,Z Block with Inverted Bottlenecks,Average
1409000.0,37.2,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,61.0,1000,44.0,0.0,26757120.0,,repvgg_a2,26757120.0,,,repvgg_a2,28.2106,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
1281000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,14499840.0,,repvgg_b0,14499840.0,,,repvgg_b0,15.81796,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2049000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,55296000.0,,repvgg_b1,55296000.0,,,repvgg_b1,57.415016,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2049000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,37847040.0,,repvgg_b1g4,37847040.0,,,repvgg_b1g4,39.966056,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2561000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,86374400.0,,repvgg_b2,86374400.0,,,repvgg_b2,89.022376,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2561000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,59110400.0,,repvgg_b2g4,59110400.0,,,repvgg_b2g4,61.758376,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2561000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,120422400.0,,repvgg_b3,120422400.0,,,repvgg_b3,123.085288,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2561000.0,47.4,0.0,0.875,0.0,0.0,timm,2176.0,vgg,ImageNet-1K,0.0,79.0,1000,56.0,0.0,81162240.0,,repvgg_b3g4,81162240.0,,,repvgg_b3g4,83.825128,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
2049000.0,38.1,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,149.0,1000,149.0,0.0,128.0,,res2net50_14w_8s,14586976.0,,,res2net50_14w_8s,25.059816,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,25.3,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,85.0,1000,85.0,0.0,128.0,,res2net50_26w_4s,14998304.0,,,res2net50_26w_4s,25.69912,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,31.7,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,117.0,1000,117.0,0.0,128.0,,res2net50_26w_6s,22025376.0,,,res2net50_26w_6s,37.051448,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,38.1,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,149.0,1000,149.0,0.0,128.0,,res2net50_26w_8s,29052448.0,,,res2net50_26w_8s,48.403776,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,18.9,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,53.0,1000,53.0,0.0,128.0,,res2net50_48w_2s,14752512.0,,,res2net50_48w_2s,25.287304,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,49.1,0.0,0.875,0.0,0.0,timm,9408.0,res2net,ImageNet-1K,5.0,170.0,1000,170.0,0.0,128.0,,res2net101_26w_4s,26705936.0,,,res2net101_26w_4s,45.206688,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Hierarchical Residual-Like Connections,Average
2049000.0,25.3,0.0,0.875,0.0,0.0,timm,9408.0,res2next,ImageNet-1K,5.0,85.0,1000,85.0,0.0,128.0,,res2next50,14322176.0,,,res2next50,24.671464,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Enhanced Grouped Convolutions,Average
385000.0,13.9,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_12_224,14660592.0,,,resmlp_12_224,15.350872,,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,13.9,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_12_224_dino,14660592.0,,,resmlp_12_224_dino,15.350872,,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,13.9,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_12_distilled_224,14660592.0,,,resmlp_12_distilled_224,15.350872,,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,27.1,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_24_224,29321184.0,,,resmlp_24_224,30.02068,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,27.1,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_24_224_dino,29321184.0,,,resmlp_24_224_dino,30.02068,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,27.1,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_24_distilled_224,29321184.0,,,resmlp_24_distilled_224,30.02068,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,40.3,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_36_224,43981776.0,,,resmlp_36_224,44.690488,,109.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
385000.0,40.3,0.0,0.875,0.0,0.0,timm,295296.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,768.0,,resmlp_36_distilled_224,43981776.0,,,resmlp_36_distilled_224,44.690488,,109.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
769000.0,27.1,0.0,0.875,0.0,0.0,timm,148224.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,1536.0,,resmlp_big_24_224,128182656.0,,,resmlp_big_24_224,129.13828,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
769000.0,27.1,0.0,0.875,0.0,0.0,timm,148224.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,1536.0,,resmlp_big_24_224_in22ft1k,128182656.0,,,resmlp_big_24_224_in22ft1k,129.13828,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
769000.0,27.1,0.0,0.875,0.0,0.0,timm,148224.0,resmlp,ImageNet-1K,0.0,0.0,1000,1.0,0.0,1536.0,,resmlp_big_24_distilled_224,128182656.0,,,resmlp_big_24_distilled_224,129.13828,,73.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2021.0,Self-Supervised,Image Classification,Residual MLP for Image Classification,Average
2049000.0,11.9,0.0,0.875,4.0,0.0,timm,28640.0,resnest,ImageNet-1K,7.0,23.0,1000,27.0,0.0,128.0,,resnest14d,6435584.0,,,resnest14d,10.611688,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,19.9,0.0,0.875,8.0,0.0,timm,28640.0,resnest,ImageNet-1K,7.0,39.0,1000,47.0,0.0,128.0,,resnest26d,11294208.0,,,resnest26d,17.069448,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,35.9,0.0,0.875,16.0,0.0,timm,28640.0,resnest,ImageNet-1K,7.0,71.0,1000,87.0,0.0,128.0,,resnest50d,16152832.0,,,resnest50d,27.48324,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,35.9,0.0,0.875,16.0,0.0,timm,28640.0,resnest,ImageNet-1K,7.0,71.0,1000,87.0,0.0,128.0,,resnest50d_1s4x24d,14980032.0,,,resnest50d_1s4x24d,25.677,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,35.9,0.0,0.875,16.0,0.0,timm,28640.0,resnest,ImageNet-1K,7.0,71.0,1000,87.0,0.0,128.0,,resnest50d_4s2x40d,17956736.0,,,resnest50d_4s2x40d,30.417592,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,69.9,0.0,0.875,33.0,0.0,timm,112576.0,resnest,ImageNet-1K,7.0,139.0,1000,172.0,0.0,256.0,,resnest101e,28383872.0,,,resnest101e,48.275016,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,135.9,0.0,0.909,66.0,0.0,timm,112576.0,resnest,ImageNet-1K,7.0,271.0,1000,337.0,0.0,256.0,,resnest200e,44203520.0,,,resnest200e,70.201544,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
2049000.0,181.9,0.0,0.928,89.0,0.0,timm,112576.0,resnest,ImageNet-1K,7.0,363.0,1000,452.0,0.0,256.0,,resnest269e,58806272.0,,,resnest269e,110.92948,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Split-Attention Mechanism,Average
1537000.0,26.5,0.0,0.9,10.0,0.0,timm,26232.0,resnet,ImageNet-1K,0.0,37.0,1000,37.0,0.0,16363520.0,,resnet32ts,16363520.0,,,resnet32ts,17.963616,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.95,16.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,resnet50,14964736.0,,,resnet50,25.557032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,43.4,0.0,1.0,14.0,0.0,timm,97680.0,resnet,ImageNet-1K,0.0,67.0,1000,67.0,0.0,3145728.0,,resnet61q,31453184.0,,,resnet61q,36.846968,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.1,0.0,0.95,33.0,33.0,timm,9408.0,resnet,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,resnet101,26090496.0,,,resnet101,44.54916,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,62.5,0.0,0.95,50.0,50.0,timm,9408.0,resnet,ImageNet-1K,1.0,155.0,1000,155.0,0.0,128.0,,resnet152,40613888.0,,,resnet152,60.192808,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,32.7,0.0,0.91,16.0,16.0,timm,28640.0,resnet,ImageNet-1K,3.0,56.0,1000,88.0,0.0,128.0,,resnetrs50,21263872.0,,,resnetrs50,35.691912,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,16.8,0.0,0.95,16.0,0.0,timm,28704.0,resnetv2,ImageNet-1K,4.0,0.0,1000,56.0,0.0,6144.0,,resnetv2_50d_evos,23507520.0,,,resnetv2_50d_evos,25.591368,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average"
2049000.0,49.7,0.0,1.0,33.0,0.0,timm,9408.0,resnetv2,ImageNet-1K,1.0,0.0,1000,105.0,0.0,42385408.0,,resnetv2_101x1_bitm,42385408.0,,,resnetv2_101x1_bitm,44.54148,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average"
8193000.0,73.5,0.0,1.0,50.0,0.0,timm,37632.0,resnetv2,ImageNet-1K,1.0,0.0,1000,156.0,0.0,927727616.0,,resnetv2_152x4_bitm,927727616.0,,,resnetv2_152x4_bitm,936.533224,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Pre-activation Residual Units,"Max, Average"
2049000.0,22.2,0.0,0.9,8.0,0.0,timm,26232.0,resnext,ImageNet-1K,1.0,31.0,1000,31.0,0.0,8192000.0,,resnext26ts,8192000.0,,,resnext26ts,10.297952,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,21.7,0.0,0.95,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,resnext50_32x4d,14544896.0,,,resnext50_32x4d,25.028904,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,22.8,0.0,0.875,16.0,16.0,timm,28640.0,resnext,ImageNet-1K,4.0,55.0,1000,55.0,0.0,128.0,,resnext50d_32x4d,14544896.0,,,resnext50d_32x4d,25.048136,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,resnext101_32x8d,55160832.0,,,resnext101_32x8d,88.791336,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,1.0,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,resnext101_64x4d,51769344.0,,,resnext101_64x4d,83.455272,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
1281000.0,36.3,0.0,0.875,16.0,0.0,timm,928.0,rexnet,ImageNet-1K,0.0,62.0,1000,75.0,0.0,3475005.0,,rexnet_100,3475005.0,,,rexnet_100,4.796873,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Swish,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average
1665000.0,36.3,0.0,0.875,16.0,0.0,timm,1218.0,rexnet,ImageNet-1K,0.0,62.0,1000,75.0,0.0,5838933.0,,rexnet_130,5838933.0,,,rexnet_130,7.557091,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Swish,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average
1921000.0,36.3,0.0,0.875,16.0,0.0,timm,1392.0,rexnet,ImageNet-1K,0.0,62.0,1000,75.0,0.0,7746279.0,,rexnet_150,7746279.0,,,rexnet_150,9.728593,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Swish,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average
2561000.0,36.3,0.0,0.875,16.0,0.0,timm,1856.0,rexnet,ImageNet-1K,0.0,62.0,1000,75.0,0.0,13723884.0,,rexnet_200,13723884.0,,,rexnet_200,16.36662,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Swish,2020.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency Improvements with Channel Design,Average
1281000.0,29.9,0.0,0.94,10.0,0.0,timm,26232.0,botnet,ImageNet-1K,1.0,38.0,1000,50.0,0.0,1966080.0,,sebotnet33ts_256,10393856.0,,,sebotnet33ts_256,13.701984,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNet,Average
1281000.0,30.3,0.0,0.94,6.0,0.0,timm,26232.0,halonet,ImageNet-1K,0.0,38.0,1000,54.0,0.0,1966080.0,,sehalonet33ts,10383584.0,,,sehalonet33ts,13.691712,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,SiLU,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention Mechanism,"Max, Average, Strided"
1025000.0,17.8,0.0,0.875,0.0,0.0,timm,928.0,selecsls,ImageNet-1K,0.0,41.0,1000,41.0,0.0,5321984.0,,selecsls42b,26110336.0,,,selecsls42b,32.458248,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average
1281000.0,25.3,0.0,0.875,0.0,0.0,timm,928.0,selecsls,ImageNet-1K,0.0,59.0,1000,59.0,0.0,8835008.0,,selecsls60,20553832.0,,,selecsls60,30.670768,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average
1025000.0,25.3,0.0,0.875,0.0,0.0,timm,928.0,selecsls,ImageNet-1K,0.0,59.0,1000,59.0,0.0,8835008.0,,selecsls60b,22913128.0,,,selecsls60b,32.774064,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Object Detection",Long and Short Range Skip Connections,Average
1281000.0,28.9,0.0,0.875,0.0,0.0,timm,648.0,nasnet,ImageNet-1K,0.0,49.0,1000,65.0,0.0,307200.0,,semnasnet_075,1296598.0,,,semnasnet_075,2.912278,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
1281000.0,28.9,0.0,0.875,0.0,0.0,timm,864.0,nasnet,ImageNet-1K,0.0,49.0,1000,65.0,0.0,409600.0,,semnasnet_100,2162086.0,,,semnasnet_100,3.887038,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Neural Architecture Search,"Max, Average"
385000.0,52.1,0.0,0.875,0.0,0.0,timm,28416.0,sequencer2d,ImageNet-1K,0.0,73.0,1000,4.0,72.0,768.0,,sequencer2d_l,53884032.0,,,sequencer2d_l,54.298216,,109.0,,,,,,,,,,,,,,,,,
385000.0,35.3,0.0,0.875,0.0,0.0,timm,28416.0,sequencer2d,ImageNet-1K,0.0,49.0,1000,4.0,48.0,768.0,,sequencer2d_m,37893504.0,,,sequencer2d_m,38.307688,,73.0,,,,,,,,,,,,,,,,,
385000.0,26.9,0.0,0.875,0.0,0.0,timm,28416.0,sequencer2d,ImageNet-1K,0.0,37.0,1000,4.0,36.0,768.0,,sequencer2d_s,27237504.0,,,sequencer2d_s,27.651688,,55.0,,,,,,,,,,,,,,,,,
1281000.0,31.9,0.0,0.9,10.0,0.0,timm,26232.0,seresnet,ImageNet-1K,0.0,38.0,1000,58.0,0.0,1966080.0,,seresnet33ts,16466464.0,,,seresnet33ts,19.7792,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average
2049000.0,31.3,0.0,0.875,16.0,16.0,timm,9408.0,seresnet,ImageNet-1K,1.0,53.0,1000,85.0,0.0,128.0,,seresnet50,16544128.0,,,seresnet50,28.088024,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average
2049000.0,93.6,0.0,1.0,50.0,50.0,timm,28640.0,seresnet,ImageNet-1K,4.0,157.0,1000,257.0,0.0,128.0,,seresnet152d,45371648.0,,,seresnet152d,66.84108,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection",Squeeze-and-Excitation Block ResNet,Average
2049000.0,18.0,0.0,0.875,8.0,8.0,timm,28640.0,resnext,ImageNet-1K,4.0,31.0,1000,47.0,0.0,128.0,,seresnext26d_32x4d,11100416.0,,,seresnext26d_32x4d,16.809512,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,18.0,0.0,0.875,8.0,8.0,timm,26104.0,resnext,ImageNet-1K,4.0,31.0,1000,47.0,0.0,128.0,,seresnext26t_32x4d,11100416.0,,,seresnext26t_32x4d,16.806976,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,26.2,0.0,0.9,8.0,0.0,timm,26232.0,resnext,ImageNet-1K,1.0,31.0,1000,47.0,0.0,8282112.0,,seresnext26ts,8282112.0,,,seresnext26ts,10.388064,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,31.3,0.0,0.875,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,85.0,0.0,128.0,,seresnext50_32x4d,16124288.0,,,seresnext50_32x4d,27.559896,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
